ROI,Group_A,Group_B,n_A,n_B,Mean_A,Mean_B,p_value,Significance
ROI.22 [],2hz,Far Light Control,13,1,27.202692307692306,31.288,1.0,ns
ROI.22 [],2mw,5hz,1,1,46.787000000000006,28.291,1.0,ns
ROI.22 [],2mw,5s,1,7,46.787000000000006,12.924999999999999,1.0,ns
ROI.22 [],2mw,Far Light Control,1,1,46.787000000000006,31.288,1.0,ns
ROI.22 [],5hz,5s,1,7,28.291,12.924999999999999,1.0,ns
ROI.22 [],5hz,Far Light Control,1,1,28.291,31.288,1.0,ns
ROI.22 [],5s,Far Light Control,7,1,12.924999999999999,31.288,1.0,ns
ROI.23 [],20s,Ctrl,1,1,3.777999999999992,59.27699999999999,1.0,ns
ROI.27 [],20s,2hz,1,3,5.777000000000001,34.95066666666667,1.0,ns
ROI.27 [],20s,5hz,1,1,5.777000000000001,27.276,1.0,ns
ROI.27 [],2hz,5hz,3,1,34.95066666666667,27.276,1.0,ns
ROI.31 [],10s,20s,4,3,22.780000000000005,38.45033333333334,0.22857142857142856,ns
ROI.31 [],10s,2hz,4,3,22.780000000000005,44.11066666666667,0.11428571428571428,ns
ROI.31 [],10s,5hz,4,2,22.780000000000005,10.527000000000001,0.5333333333333333,ns
ROI.31 [],20s,2hz,3,3,38.45033333333334,44.11066666666667,0.7,ns
ROI.31 [],20s,5hz,3,2,38.45033333333334,10.527000000000001,0.2,ns
ROI.31 [],2hz,5hz,3,2,44.11066666666667,10.527000000000001,0.2,ns
